"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.698891429E2,1.804158092E-1,1.424451160E1,-2.167945385E0
1.698941843E2,-2.026930749E-1,1.307002640E1,-1.893671274E0
1.698992256E2,-6.874811649E-1,1.169031525E1,-1.594998002E0
1.699042669E2,-1.073897719E0,1.039025116E1,-1.469447374E0
1.699093083E2,-1.349025249E0,9.212720871E0,-1.389696121E0
1.699143496E2,-1.571141243E0,8.213689804E0,-1.240369558E0
1.699195383E2,-1.657889247E0,7.386908531E0,-1.144968510E0
1.699245797E2,-1.649778962E0,6.806336403E0,-1.148055077E0
1.699296210E2,-1.508865118E0,6.356862068E0,-1.066757321E0
1.699346623E2,-1.339982390E0,6.149559021E0,-1.003430605E0
1.699397037E2,-1.087736607E0,6.053672791E0,-1.027228832E0
1.699447450E2,-8.897217512E-1,6.195771217E0,-1.067553282E0
1.699499666E2,-6.122352481E-1,6.419972420E0,-1.068572640E0
1.699550079E2,-2.904346287E-1,6.759657860E0,-1.144106627E0
1.699600493E2,1.133070216E-1,7.181201935E0,-1.199448347E0
1.699650906E2,4.736169577E-1,7.673769951E0,-1.200653434E0
1.699701319E2,7.823049426E-1,8.181060791E0,-1.159648180E0
1.699751732E2,1.132197380E0,8.795148849E0,-1.131875992E0
1.699803655E2,1.381722689E0,9.383006096E0,-1.033485532E0
1.699854068E2,1.699028373E0,9.840653419E0,-7.699775696E-1
1.699904482E2,2.133216619E0,1.035724640E1,-4.592207074E-1
1.699954895E2,2.555052042E0,1.077720833E1,2.667162418E-1
1.700005308E2,2.865402937E0,1.097387314E1,1.217952251E0
1.700055721E2,2.927507162E0,1.086732674E1,2.019038677E0
1.700107659E2,2.716133595E0,1.041459846E1,2.785171986E0
1.700158073E2,2.564174652E0,9.863754272E0,3.221238613E0
1.700208486E2,2.482096195E0,9.147616386E0,3.495713234E0
1.700258899E2,2.414345980E0,8.323534966E0,4.118351460E0
1.700309313E2,2.318927288E0,7.362454414E0,5.440638542E0
1.700359726E2,2.139467239E0,6.170557022E0,6.903970718E0
1.700411630E2,1.896282792E0,4.630057812E0,7.694545269E0
1.700462044E2,1.625039935E0,2.811551571E0,7.354509354E0
1.700512457E2,1.275683880E0,8.410530090E-1,5.249014378E0
1.700562870E2,1.046957135E0,-1.252581596E0,2.151093245E0
1.700613284E2,1.160366535E0,-3.453625679E0,-3.837847710E-1
1.700663697E2,1.727151990E0,-5.747339249E0,-1.244552851E0
1.700715624E2,3.129121780E0,-7.903692245E0,-2.194211006E0
1.700766037E2,5.119289875E0,-1.004771996E1,-4.172657967E0
1.700816451E2,6.749187946E0,-1.233913612E1,-6.871081829E0
1.700866864E2,6.866090298E0,-1.475571346E1,-8.105319977E0
1.700917278E2,4.722247124E0,-1.677069092E1,-5.208550930E0
1.700967691E2,1.332709432E0,-1.723867035E1,1.287877560E-1
1.701019608E2,-1.797315121E0,-1.569476795E1,4.035799026E0
1.701070022E2,-3.743126392E0,-1.307679844E1,5.662873268E0
1.701120435E2,-4.488488197E0,-1.041215706E1,4.638250351E0
1.701170848E2,-4.576951504E0,-8.553686142E0,3.037822723E0
1.701221262E2,-4.502240658E0,-7.545016289E0,2.003770351E0
1.701271675E2,-4.659739017E0,-7.350262642E0,1.025125504E0
1.701323594E2,-4.847379208E0,-7.914849281E0,-4.411606789E-1
1.701374008E2,-4.719428062E0,-8.983311653E0,-1.154519558E0
1.701424421E2,-4.772542477E0,-1.077032948E1,-4.885001183E-1
1.701474834E2,-4.548704147E0,-1.289721680E1,1.156217337E0
1.701525248E2,-4.174650192E0,-1.521905899E1,2.684201002E0
1.701575661E2,-3.776910782E0,-1.766497040E1,3.441164732E0
1.701627599E2,-3.560148954E0,-1.990187073E1,3.501494408E0
1.701678013E2,-3.697539568E0,-2.151720428E1,2.758510351E0
1.701728426E2,-3.926776171E0,-2.199165726E1,1.682967663E0
1.701778839E2,-3.862220287E0,-2.054467010E1,6.683187485E-1
1.701829253E2,-3.473132133E0,-1.719182968E1,6.317825317E-1
1.701879666E2,-2.712686062E0,-1.383087826E1,1.820979834E0
1.701931578E2,-1.749041915E0,-1.118583488E1,2.963685036E0
1.701981992E2,-7.844008803E-1,-9.259521484E0,3.114507914E0
1.702032405E2,2.125286758E-1,-8.010898590E0,2.740021706E0
1.702082818E2,1.193293810E0,-7.226949692E0,2.579550505E0
1.702133232E2,2.013807058E0,-6.844771385E0,2.855875492E0
1.702183645E2,2.573222160E0,-6.740859032E0,3.139224291E0
1.702235361E2,2.738173008E0,-6.810670853E0,3.250713110E0
1.702285775E2,2.457520962E0,-6.891133308E0,3.211557388E0
1.702336188E2,1.815972924E0,-6.964015961E0,3.142811775E0
1.702386601E2,1.156148314E0,-6.815398216E0,2.948988914E0
1.702437015E2,5.149400234E-1,-6.414526939E0,2.809104443E0
1.702487429E2,-4.875317216E-2,-5.697221756E0,2.699356556E0
1.702539556E2,-4.773528874E-1,-4.780876160E0,2.610846281E0
1.702589969E2,-8.428810835E-1,-3.605202675E0,2.220123768E0
1.702640383E2,-1.226927876E0,-2.330456734E0,1.805316925E0
1.702690796E2,-1.602330685E0,-9.817247391E-1,1.083501816E0
1.702741209E2,-1.933406472E0,3.931884766E-1,3.116065264E-1
1.702791622E2,-2.114198446E0,1.749008179E0,-4.183082581E-1
1.702843550E2,-2.220588446E0,3.181693554E0,-9.974410534E-1
1.702893963E2,-2.168105841E0,4.515359879E0,-1.449510098E0
1.702944377E2,-2.070721388E0,5.896270752E0,-1.890807867E0
1.702994790E2,-1.846675992E0,7.164090157E0,-2.096349478E0
1.703045204E2,-1.533603191E0,8.421889305E0,-2.347174406E0
1.703095617E2,-1.182497501E0,9.556185722E0,-2.496283531E0
1.703147537E2,-8.893200755E-1,1.060433102E1,-2.613526583E0
1.703197950E2,-5.908269882E-1,1.152458858E1,-2.630471468E0
1.703248364E2,-3.768219352E-1,1.235906792E1,-2.583727360E0
1.703298777E2,-1.565422416E-1,1.310066795E1,-2.557272196E0
1.703349191E2,-5.744574964E-2,1.357482815E1,-2.508159399E0
1.703399604E2,-6.669762731E-2,1.386440277E1,-2.409109354E0
1.703451518E2,-1.578387767E-1,1.400797462E1,-2.335050106E0
1.703501932E2,-3.559648693E-1,1.387513351E1,-2.237425566E0
1.703552345E2,-6.000226140E-1,1.349739456E1,-2.082406044E0
1.703602758E2,-8.377811909E-1,1.304485607E1,-1.942574978E0
1.703653172E2,-1.081150413E0,1.237756062E1,-1.702664852E0
1.703703585E2,-1.243813515E0,1.158416271E1,-1.463225365E0
1.703755507E2,-1.433572531E0,1.069112587E1,-1.219669223E0
1.703805920E2,-1.488395333E0,9.790373802E0,-1.110709548E0
1.703856334E2,-1.598742962E0,9.029164314E0,-9.284399748E-1
1.703906747E2,-1.650101066E0,8.366647720E0,-8.595196009E-1
1.703957160E2,-1.650076866E0,7.961796761E0,-9.097298980E-1
1.704007573E2,-1.596817017E0,7.701897144E0,-9.407464862E-1
1.704059507E2,-1.491358638E0,7.662138462E0,-9.165512323E-1
1.704109921E2,-1.317798972E0,7.776448727E0,-7.424032688E-1
1.704160334E2,-1.019477606E0,7.931051731E0,-7.206152081E-1
1.704210747E2,-7.263700962E-1,8.085280418E0,-5.705159307E-1
1.704261161E2,-3.957574069E-1,8.300147057E0,-5.565084219E-1
1.704311574E2,-1.157936379E-1,8.537239075E0,-5.245454311E-1
1.704363483E2,1.176413596E-1,8.766630173E0,-4.542357326E-1
1.704413896E2,3.478351831E-1,8.953591347E0,-3.879901171E-1
1.704464309E2,6.815974712E-1,9.276422501E0,-3.988004327E-1
1.704514723E2,9.026375413E-1,9.452593803E0,-3.483429551E-1
1.704565136E2,1.050438643E0,9.583957672E0,-1.531528234E-1
1.704615549E2,1.206348777E0,9.686063766E0,2.576482296E-2
1.704667482E2,1.280255437E0,9.742064476E0,2.281558514E-1
1.704717896E2,1.319130898E0,9.801210403E0,3.772846460E-1
1.704768309E2,1.290413857E0,9.783275604E0,4.441648722E-1
1.704818722E2,1.319770336E0,9.778127670E0,2.858517170E-1
1.704869136E2,1.435692072E0,9.718872070E0,2.551960945E-1
1.704919549E2,1.635244608E0,9.526674271E0,4.385018349E-1
1.704971328E2,1.690922737E0,9.208795547E0,9.617937803E-1
1.705021741E2,1.556185961E0,8.645890236E0,1.305202127E0
1.705072155E2,1.422917366E0,8.011322021E0,1.350645304E0
1.705122568E2,1.523382902E0,7.448448181E0,1.046973705E0
1.705172982E2,1.719343901E0,6.829071999E0,8.896785975E-1
1.705223395E2,1.899026275E0,6.074146271E0,9.511045218E-1
1.705275307E2,2.111918449E0,5.254031658E0,1.349156618E0
1.705325720E2,2.348188162E0,4.329525948E0,2.634428024E0
1.705376133E2,2.684273243E0,3.335548401E0,3.994785786E0
1.705426547E2,2.952596188E0,2.153000832E0,4.342988014E0
1.705476960E2,3.011564732E0,6.792449951E-1,3.458605528E0
1.705527373E2,2.992589235E0,-9.408721924E-1,1.845680475E0
1.705579054E2,2.837510109E0,-2.843688011E0,-3.599239588E-1
1.705629467E2,2.835364342E0,-4.810641289E0,-2.055146694E0
1.705679880E2,2.756327629E0,-7.030987740E0,-1.975154638E0
1.705730294E2,2.534994125E0,-9.797688484E0,-7.782034874E-1
1.705780707E2,2.156235695E0,-1.329689598E1,5.147752762E-1
1.705831120E2,1.713628054E0,-1.672695160E1,1.360425949E-1
1.705883071E2,7.917379141E-1,-1.959630394E1,-9.260721207E-1
1.705933484E2,-8.519887328E-1,-2.161583328E1,-5.963301659E-1
1.705983897E2,-3.079743862E0,-2.294005585E1,1.054643154E0
1.706034311E2,-4.781012058E0,-2.265968323E1,1.748903751E0
1.706084724E2,-5.961235046E0,-2.017595863E1,3.312208652E-1
1.706135137E2,-6.809299469E0,-1.741315079E1,-2.878506184E-1
1.706187199E2,-7.051183701E0,-1.578940487E1,5.781214237E-1
1.706237612E2,-6.758014679E0,-1.543159485E1,1.497707367E0
1.706288026E2,-7.038706303E0,-1.554481983E1,1.133243561E0
1.706338439E2,-7.723069668E0,-1.618453979E1,6.498024464E-1
1.706388853E2,-8.273360252E0,-1.686985779E1,1.977495432E0
1.706439266E2,-8.427607536E0,-1.726076508E1,4.103869438E0
1.706491412E2,-7.582378387E0,-1.694101334E1,4.776764870E0
1.706541825E2,-6.028851986E0,-1.612747574E1,3.635647774E0
1.706592239E2,-4.529523849E0,-1.492255592E1,1.357630968E0
1.706642652E2,-3.486416817E0,-1.380982304E1,6.206345558E-2
1.706693066E2,-2.585498810E0,-1.281949806E1,3.449671268E-1
1.706743479E2,-1.423402786E0,-1.197110558E1,9.692409039E-1
1.706795398E2,-2.002441883E-2,-1.129741955E1,9.733297825E-1
1.706845812E2,1.503572345E0,-1.078615093E1,9.795942307E-1
1.706896225E2,2.983399868E0,-1.036290264E1,1.338939667E0
1.706946638E2,4.238004208E0,-9.874138832E0,1.626101017E0
1.706997052E2,4.914951801E0,-9.332772255E0,1.554646730E0
1.707047465E2,5.025938034E0,-8.769397736E0,1.220633030E0
1.707099056E2,4.763558865E0,-8.167105675E0,1.189595222E0
1.707149469E2,4.138176441E0,-7.565297127E0,1.632447958E0
1.707199882E2,3.363245726E0,-6.870167732E0,2.183378220E0
1.707250296E2,2.315385580E0,-6.264834404E0,2.824051619E0
1.707300709E2,1.068406940E0,-5.512382507E0,3.227298737E0
1.707351122E2,-2.118843794E-2,-4.714723587E0,3.242284775E0
1.707403387E2,-9.141306877E-1,-3.698092461E0,3.094115973E0
1.707453800E2,-1.584439754E0,-2.622509003E0,2.915033579E0
1.707504214E2,-1.884250879E0,-1.401406288E0,2.735740662E0
1.707554627E2,-1.911556005E0,-1.208477020E-1,2.548643589E0
1.707605041E2,-1.715327024E0,1.197864532E0,2.313439846E0
1.707655454E2,-1.367259979E0,2.499965668E0,1.925599337E0
1.707707366E2,-9.500918984E-1,3.785739899E0,1.420380354E0
1.707757779E2,-5.717083216E-1,4.991680622E0,8.453422785E-1
1.707808193E2,-2.045531273E-1,6.164715290E0,1.789131165E-1
1.707858606E2,5.931675434E-2,7.315626144E0,-4.878028631E-1
1.707909020E2,2.138006687E-1,8.506634712E0,-9.728288651E-1
1.707959433E2,2.855383456E-1,9.656414986E0,-1.441607475E0
1.708011352E2,3.347553909E-1,1.078419781E1,-1.861373067E0
1.708061766E2,2.801991999E-1,1.182776070E1,-2.172342300E0
1.708112179E2,2.746412754E-1,1.279684448E1,-2.502087593E0
1.708162592E2,2.986004949E-1,1.364371490E1,-2.616790533E0
1.708213006E2,3.576655388E-1,1.435784721E1,-2.792119741E0
1.708263419E2,4.502769113E-1,1.484138870E1,-2.870661259E0
1.708315117E2,4.554167390E-1,1.510665321E1,-2.779219151E0
1.708365530E2,4.716841877E-1,1.499245834E1,-2.614541531E0
1.708415943E2,3.901399672E-1,1.453278255E1,-2.307823181E0
1.708466356E2,8.984570205E-2,1.385011864E1,-2.037580013E0
1.708516770E2,-2.603628635E-1,1.299972343E1,-1.755656481E0
1.708567183E2,-7.952786684E-1,1.203318501E1,-1.288411856E0
1.708619346E2,-1.146892190E0,1.103668785E1,-9.087100029E-1
1.708669760E2,-1.339474916E0,1.014647198E1,-5.606244206E-1
1.708720173E2,-1.486945391E0,9.375500679E0,-4.001123905E-1
1.708770586E2,-1.537070274E0,8.792963028E0,-3.780671358E-1
1.708821000E2,-1.526237607E0,8.299363136E0,-3.287462592E-1
1.708871413E2,-1.417798996E0,7.961566925E0,-4.158153534E-1
1.708923341E2,-1.289000869E0,7.727881432E0,-4.369918108E-1
1.708973754E2,-1.181687474E0,7.585092068E0,-3.949144483E-1
1.709024168E2,-9.367891550E-1,7.565327644E0,-4.392753839E-1
1.709074581E2,-6.678482890E-1,7.625264645E0,-4.604683518E-1
1.709124994E2,-3.040134311E-1,7.761236668E0,-4.940270185E-1
1.709175408E2,2.555295825E-3,7.852344990E0,-7.658973336E-1
1.709227325E2,3.828186989E-1,8.064872742E0,-1.153919578E0
1.709277738E2,7.647830844E-1,8.333289146E0,-1.667580247E0
1.709328152E2,1.016426563E0,8.624069214E0,-2.056463718E0
1.709378565E2,1.305974483E0,8.920601845E0,-2.211061716E0
1.709428978E2,1.594460368E0,9.142773628E0,-2.165353775E0
1.709479392E2,1.809388399E0,9.358844757E0,-1.963377714E0
1.709531304E2,2.040453196E0,9.511297226E0,-1.587280631E0
1.709581717E2,2.138589144E0,9.688961029E0,-1.023445845E0
1.709632131E2,2.110422134E0,9.841445923E0,-5.936153531E-1
1.709682544E2,1.981714606E0,1.001301575E1,-4.712485075E-1
1.709732957E2,1.804602385E0,1.000508118E1,-2.291941643E-2
1.709783370E2,1.921990156E0,9.750844955E0,4.359151125E-1
1.709835300E2,1.985304117E0,9.231142998E0,4.280860424E-1
1.709885714E2,1.978214264E0,8.641010284E0,4.710073471E-1
1.709936128E2,2.169768333E0,7.886971951E0,4.587788582E-1
1.709986541E2,2.370773792E0,7.149859428E0,1.135022163E0
1.710036954E2,2.434172630E0,6.287343979E0,1.794911265E0
1.710087368E2,2.151614666E0,5.347503662E0,2.532740116E0
1.710139292E2,1.412274122E0,4.054779053E0,3.806877613E0
1.710189706E2,3.888570964E-1,2.215528488E0,4.944543839E0
1.710240119E2,-8.784942031E-1,-1.548824310E-1,4.323533058E0
1.710290532E2,-2.158451557E0,-2.719286919E0,9.238377810E-1
1.710340946E2,-2.859941006E0,-5.159988403E0,-3.569159985E0
1.710391359E2,-2.330337763E0,-7.359793663E0,-6.204502583E0
1.710443271E2,-1.011872053E0,-9.517002106E0,-5.490923405E0
1.710493685E2,3.572894633E-1,-1.196889305E1,-2.560004234E0
1.710544098E2,1.030182600E0,-1.477304554E1,-9.246158600E-2
1.710594511E2,8.746715784E-1,-1.741982841E1,-4.314320087E-1
1.710644925E2,1.743825674E-1,-1.917244911E1,-8.220245838E-1
1.710695338E2,-1.061609626E0,-1.989652252E1,7.823200226E-1
1.710747260E2,-2.542056799E0,-1.965983200E1,4.327845097E0
1.710797673E2,-3.026912212E0,-1.839343071E1,6.915942669E0
1.710848087E2,-2.945778847E0,-1.704014587E1,6.621983528E0
1.710898500E2,-3.205497026E0,-1.669990158E1,4.219499588E0
1.710948913E2,-3.972350121E0,-1.695500565E1,4.995121956E-1
1.710999326E2,-5.572871208E0,-1.683606720E1,-1.516368866E0
1.711051247E2,-7.389342785E0,-1.640968513E1,5.355160236E-1
1.711101660E2,-7.745706558E0,-1.551502800E1,4.601710320E0
1.711152074E2,-5.848802567E0,-1.378820419E1,6.125119209E0
1.711202487E2,-3.327372551E0,-1.176157379E1,5.251154900E0
1.711252901E2,-2.168837786E0,-1.040780640E1,3.716665030E0
1.711303314E2,-1.812388420E0,-1.027895260E1,1.995639086E0
1.711355252E2,-1.732682824E0,-1.076097775E1,4.313607216E-1
1.711405666E2,-1.580673218E0,-1.142694950E1,-6.458621025E-1
1.711456079E2,-1.352147222E0,-1.193499660E1,-9.628491402E-1
1.711506492E2,-9.536523819E-1,-1.233135986E1,-1.319677830E-1
1.711556906E2,-2.438033819E-1,-1.242582893E1,1.215720177E0
1.711607319E2,5.192110538E-1,-1.221709251E1,2.053125381E0
1.711658982E2,1.243511200E0,-1.168734264E1,1.992299914E0
1.711709395E2,2.012936115E0,-1.091502762E1,1.459233880E0
1.711759809E2,2.652120829E0,-1.003498936E1,1.067214251E0
1.711810222E2,3.301072121E0,-9.041452408E0,8.908802271E-1
1.711860635E2,3.782057047E0,-8.131041527E0,9.074605703E-1
1.711911048E2,4.033510208E0,-7.280117035E0,1.032451391E0
1.711963215E2,4.017655373E0,-6.537522316E0,1.334397435E0
1.712013628E2,3.673064470E0,-5.890937805E0,1.904991031E0
1.712064042E2,2.994004011E0,-5.347097397E0,2.515927315E0
1.712114455E2,2.181619883E0,-4.802944183E0,2.791625738E0
1.712164868E2,1.442524433E0,-4.141088486E0,2.734382153E0
1.712215282E2,8.694872260E-1,-3.211907387E0,2.387356520E0
1.712267198E2,3.182544708E-1,-2.182864189E0,2.061944008E0
1.712317612E2,-1.960639954E-1,-1.086542130E0,1.730811357E0
1.712368025E2,-7.047316432E-1,1.046829224E-1,1.212669253E0
1.712418438E2,-1.216693640E0,1.285480499E0,7.638164759E-1
1.712468852E2,-1.507397175E0,2.460785866E0,2.712430954E-1
1.712519265E2,-1.713335276E0,3.679782867E0,-1.855360270E-1
1.712571204E2,-1.851816297E0,4.910266876E0,-5.916823745E-1
1.712621617E2,-1.886160016E0,6.070855141E0,-1.009276748E0
1.712672031E2,-1.900508404E0,7.269396782E0,-1.302772284E0
1.712722444E2,-1.897767901E0,8.441256523E0,-1.573899746E0
1.712772857E2,-1.891081333E0,9.645082474E0,-1.701649904E0
1.712823270E2,-1.932830572E0,1.079708672E1,-1.865443707E0
1.712875183E2,-2.025216579E0,1.181959152E1,-1.995698571E0
1.712925596E2,-2.140641451E0,1.275462151E1,-2.138231754E0
1.712976009E2,-2.223114967E0,1.356049156E1,-2.248240471E0
1.713026422E2,-2.255569458E0,1.409385967E1,-2.315633059E0
1.713076836E2,-2.047012091E0,1.462068939E1,-2.365087032E0
1.713127249E2,-1.737419009E0,1.488742447E1,-2.290070057E0
1.713179020E2,-1.335321784E0,1.478555679E1,-2.155349255E0
1.713229434E2,-1.018366575E0,1.434296417E1,-1.914003372E0
1.713279847E2,-7.990560532E-1,1.373705769E1,-1.697297454E0
1.713330260E2,-7.071338892E-1,1.294043159E1,-1.419981241E0
1.713380673E2,-8.548322916E-1,1.204414558E1,-9.826009274E-1
1.713431087E2,-9.975976944E-1,1.107812786E1,-6.375550032E-1
1.713482980E2,-1.145392418E0,1.020987511E1,-3.111961484E-1
1.713533394E2,-1.261440039E0,9.461986542E0,-1.974468231E-1
1.713583807E2,-1.420444846E0,8.942026138E0,-5.879461765E-2
1.713634220E2,-1.423570395E0,8.537322998E0,1.669847965E-2
1.713684634E2,-1.352362871E0,8.248968124E0,5.697345734E-2
1.713735047E2,-1.156426430E0,8.216787338E0,-1.243882179E-1
1.713786579E2,-8.478464484E-1,8.289753914E0,-2.743911147E-1
1.713836993E2,-5.730623603E-1,8.423496246E0,-5.925154090E-1
1.713887406E2,-1.827348769E-1,8.635881424E0,-9.576205611E-1
1.713937819E2,6.382450461E-2,8.904115677E0,-1.271229744E0
1.713988233E2,3.493072987E-1,9.131260872E0,-1.470935941E0
1.714038646E2,5.331062675E-1,9.374873161E0,-1.687836170E0
1.714091034E2,6.326441765E-1,9.633746147E0,-1.754278660E0
1.714141447E2,6.578596234E-1,9.869660378E0,-1.649732351E0
1.714191861E2,6.597841978E-1,1.002628136E1,-1.631425023E0
1.714242274E2,6.741752028E-1,1.015631008E1,-1.532062531E0
1.714292687E2,8.714578152E-1,1.016640663E1,-1.573669910E0
1.714343100E2,1.131999493E0,1.015129566E1,-1.692369938E0
1.714395146E2,1.387390852E0,1.016014099E1,-1.629162908E0
1.714445559E2,1.591931581E0,9.884543419E0,-1.498767853E0
1.714495973E2,1.701318741E0,9.431336403E0,-8.620725870E-1
1.714546386E2,1.856894970E0,8.904536247E0,-6.845033169E-2
1.714596799E2,2.152366638E0,8.221467972E0,8.205243349E-1
1.714647212E2,2.368357897E0,7.417859554E0,1.799762487E0
1.714699067E2,2.596940994E0,6.374719620E0,2.910841465E0
1.714749481E2,2.579709530E0,4.961484432E0,3.733313084E0
1.714799894E2,2.395520926E0,3.400514126E0,4.037525177E0
1.714850307E2,2.012867212E0,1.729937077E0,3.838383198E0
1.714900721E2,1.475075245E0,-1.306819916E-2,2.980881929E0
1.714951134E2,9.417917728E-1,-1.806548119E0,1.797875166E0
1.715002716E2,3.728728592E-1,-3.773269653E0,7.975757122E-1
1.715053129E2,-1.394739449E-1,-5.914016724E0,6.631319523E-1
1.715103542E2,-1.585457921E-1,-8.373259544E0,8.135137558E-1
1.715153955E2,2.645280957E-1,-1.140029144E1,1.448354721E-1
1.715204369E2,1.185210824E0,-1.482665348E1,-3.536310196E-1
1.715254782E2,3.203108788E0,-1.812191582E1,7.318544388E-1
1.715307247E2,5.373814583E0,-2.128565598E1,3.460458755E0
1.715357661E2,5.891000271E0,-2.466921043E1,7.104269028E0
1.715408074E2,4.504369736E0,-2.637771606E1,8.709193230E0
1.715458487E2,9.878106713E-1,-2.453012657E1,6.073273182E0
1.715508900E2,-3.882381916E0,-2.029193878E1,1.443198919E0
1.715559314E2,-8.617120743E0,-1.646259308E1,-2.361706018E0
1.715611242E2,-1.118236256E1,-1.367944717E1,-4.638886929E0
1.715661655E2,-1.228313732E1,-1.153128719E1,-3.894711256E0
1.715712068E2,-1.206712818E1,-9.869969368E0,-2.866905928E-1
1.715762482E2,-9.946653366E0,-8.048052788E0,3.605853081E0
1.715812895E2,-6.642661095E0,-6.112694740E0,5.652087688E0
1.715863309E2,-4.048900127E0,-4.547407150E0,5.917886734E0
1.715914975E2,-2.483385324E0,-3.793546677E0,5.271788120E0
1.715965388E2,-1.654259562E0,-4.310717583E0,4.229669094E0
1.716015802E2,-1.232579589E0,-5.932623863E0,2.857439518E0
1.716066216E2,-1.081562161E0,-7.804267883E0,1.519689083E0
1.716116629E2,-8.823941946E-1,-9.523758888E0,7.362554073E-1
1.716167042E2,-3.459315300E-1,-1.101750278E1,6.274073124E-1
1.716219093E2,6.958863735E-1,-1.216475105E1,4.315972328E-1
1.716269506E2,1.987182856E0,-1.287639141E1,-3.592157364E-2
1.716319919E2,3.123150826E0,-1.295655441E1,-6.005880833E-1
1.716370333E2,3.772100925E0,-1.239199734E1,-8.452738523E-1
1.716420746E2,3.792694569E0,-1.128447151E1,-1.389075518E-1
1.716471159E2,3.238890648E0,-9.930845261E0,1.229893208E0
1.716523082E2,2.340210199E0,-8.710831642E0,2.398978949E0
1.716573495E2,1.398383737E0,-7.821888924E0,3.059813976E0
1.716623908E2,6.696790457E-1,-7.248886108E0,3.729401112E0
1.716674322E2,2.603159249E-1,-6.948506355E0,4.181321621E0
1.716724735E2,1.381971538E-1,-6.768547058E0,4.283002853E0
1.716775149E2,3.621518612E-2,-6.507738113E0,4.064480782E0
1.716827072E2,5.301615596E-2,-6.114419937E0,3.608232498E0
1.716877485E2,1.258915663E-1,-5.333078384E0,3.061924219E0
1.716927899E2,9.560552239E-2,-4.385097504E0,2.790957928E0
1.716978312E2,2.290996909E-1,-3.296863556E0,2.521645069E0
1.717028725E2,4.696450830E-1,-2.127071381E0,2.231536388E0
1.717079138E2,7.187187672E-1,-9.319953918E-1,1.947035789E0
1.717131067E2,9.367841482E-1,2.681140900E-1,1.594352007E0
1.717181480E2,1.052772999E0,1.483860970E0,1.138196588E0
1.717231893E2,1.127019167E0,2.699810028E0,7.205536366E-1
1.717282306E2,1.082902670E0,3.816787243E0,2.308868170E-1
1.717332720E2,1.008187056E0,4.924679756E0,-1.735887527E-1
1.717383133E2,8.801905513E-1,5.966170788E0,-5.581043959E-1
1.717435054E2,6.813491583E-1,6.988053799E0,-8.756688237E-1
1.717485467E2,5.265632868E-1,7.986831665E0,-1.215312839E0
1.717535880E2,3.374532461E-1,8.894428253E0,-1.514338851E0
1.717586294E2,7.935750484E-2,9.801881790E0,-1.824177027E0
1.717636707E2,-1.575052291E-1,1.066379356E1,-2.097782850E0
1.717687120E2,-4.734598100E-1,1.144319439E1,-2.429352522E0
1.717739037E2,-7.971140742E-1,1.219170952E1,-2.779989004E0
1.717789450E2,-1.087281346E0,1.284959793E1,-3.161698818E0
1.717839863E2,-1.384178638E0,1.324955654E1,-3.438985348E0
1.717890277E2,-1.587949991E0,1.344221687E1,-3.603375912E0
1.717940690E2,-1.734292150E0,1.361329460E1,-3.601112366E0
1.717991103E2,-1.831528664E0,1.351525497E1,-3.548179150E0
1.718043027E2,-1.841518641E0,1.323103905E1,-3.287598610E0
1.718093440E2,-1.956599355E0,1.272500420E1,-2.902430058E0
1.718143854E2,-2.060031891E0,1.216723061E1,-2.528432846E0
1.718194267E2,-2.165847301E0,1.144524288E1,-2.104161739E0
1.718244680E2,-2.277411699E0,1.073140240E1,-1.721434593E0
1.718295094E2,-2.265294313E0,1.006503582E1,-1.380024195E0
1.718347016E2,-2.237176895E0,9.508284569E0,-1.033223033E0
1.718397429E2,-2.151262760E0,9.040548325E0,-7.199516296E-1
1.718447842E2,-2.021090746E0,8.715557098E0,-4.291055799E-1
1.718498256E2,-1.878121257E0,8.445841789E0,-1.853435040E-1
1.718548669E2,-1.722948432E0,8.211007118E0,-1.421689987E-3
1.718599082E2,-1.550937176E0,8.189243317E0,2.356207371E-2
1.718651031E2,-1.335160851E0,8.175742149E0,-4.888451099E-2
1.718701444E2,-9.966232181E-1,8.197937965E0,-1.973578930E-1
1.718751857E2,-6.377876401E-1,8.349148750E0,-3.399168849E-1
1.718802270E2,-2.750050128E-1,8.434225082E0,-3.736009002E-1
1.718852684E2,2.878041565E-2,8.637524605E0,-3.064902425E-1
1.718903097E2,2.251588553E-1,8.824912071E0,-8.384084702E-2
1.718954999E2,4.234449267E-1,9.135098457E0,2.768789530E-1
1.719005412E2,5.503926277E-1,9.376449585E0,7.086622715E-1
1.719055826E2,7.274091244E-1,9.578887939E0,9.440283775E-1
1.719106239E2,9.895887971E-1,9.786743164E0,1.071630478E0
1.719156653E2,1.268998861E0,9.860153198E0,9.544898272E-1
1.719207066E2,1.524192929E0,9.800601959E0,6.807835102E-1
1.719258984E2,1.831838846E0,9.549595833E0,3.268125057E-1
1.719309397E2,2.339311600E0,8.907637596E0,-5.709552765E-2
1.719359810E2,2.859068632E0,8.069773674E0,4.257405996E-1
1.719410224E2,3.269750357E0,7.161183357E0,1.744820356E0
1.719460637E2,3.469843626E0,6.065251827E0,3.731624603E0
1.719511051E2,3.506723166E0,4.867739201E0,5.525231361E0
